ID,Transcription,duration,duration_bin
ID_YCGPSE,I'm Ken Richards and this is BBC Caribbean Report.,3.621,medium_short
ID_UOHKNJ,"Gary Alfred had been manning the Internal Affairs Bureau hotline in August, nineteen ninety-seven when a nurse at Coney Island Hospital reported an attack on Abner Nguima.",9.584,long
ID_LSIPSR,He was suspended last year following an argument with an official in the car park at the recreation ground in Antigua and missed the subsequent tour of India.,9.191,long
ID_HDTBPE,"It's a statement that led the Prime Minister of New Zealand, Helen Clark, to accuse Japan of bribing poorer countries, such as those in the Caribbean, to support whaling.",8.564,long
ID_OXUMSP,"March coffee rose six to six hundred and thirteen pounds and sugar moved higher too, gaining one point three to close at three hundred and twenty five point nine dollars a ton.",9.365,long
ID_PHJGCY,Trinidad's media workers took to the streets of Port of Spain today to demonstrate against what they call Prime Minister Pandey's attempts to place curbs on the free press.,8.826,long
ID_SESVGT,will be the reports that will say that the ILO has served its usefulness and that it needs to be restructured and leave the matter of standards and setting things like minimum wages to the market because the concern should be to get as many people employed as possible.,17.114,long
ID_ESVIOY,That is a tenet that has been held up and upheld on numerous occasions.,4.061,medium_short
ID_MPTPLM,"And outside of my accusation of lacking generosity of spirit, he doesn't need to do this.",5.581,medium_long
ID_FGRSCM,"Mexico was, as last year, the country with the most deportees.",4.043,medium_short
ID_IPMRCB,And I don't see them change this Constitution.,2.501,short
ID_SSJEOY,"The two gunmen, later identified as Jamaicans, were subsequently killed in an exchange of gunfire with the police.",5.623,medium_long
ID_WDTFLA,"A joint session of the Haitian Parliament is scheduled for tomorrow to ratify the OAS Brokered Accord, but the interim government is reported to have asked the Haitian Court of Appeal to rule on whether Parliament has the power to vote on the agreement.",13.474,long
ID_PYRNTR,What we need and what we can't get the sufficient of is water.,3.301,short
ID_NCTSHZ,"Chairman of the Caribbean Financial Action Task Force, Robert Matavias.",3.341,short
ID_XABLQD,"that would take care of the situation until the farmers in our country and our economy have something in place, a new thing in place.",8.682,long
ID_YAIQZJ,"A short while ago, I spoke with reporter Rosie Hayes, who was outside the Spanish embassy.",4.624,medium_short
ID_RBKALR,Information Minister Moses Nagamutu says several medical procedures and small signs of recovery had led to optimism that the Ghana's leader was getting better.,8.602,long
ID_UUQOQX,"But as Gary Allen reports, there are still some unanswered questions, such as who was really behind the protest and was it as spontaneous as it appeared?",7.863,long
ID_QLTEAS,Cuba's President Fidel Castro gives Caribbean teachers a taste of his anti-US fire.,5.224,medium_short
ID_CGRVGD,"But being black, I could not bring myself to having an illegitimate child in a white-orientated country.",7.888,long
ID_LFILKC,"From London, BBC Caribbean Report.",3.181,short
ID_QEWYVU,"I would never travel charter flights again, never.",2.806,short
ID_BUJQZQ,"At the Tuesday sitting of the committee, Montserrat's Chief Minister David Brandt had called for a full judicial inquiry.",6.482,medium_long
ID_HOWLXB,An improvement reported in the conditions facing Montserratians who have relocated to London and Cuba's young people less effusive about Fidel Castro.,9.003,long
ID_SOOTBI,And the cricket organisers in Sharjah say it's safe for the West Indies team to play there later this year.,5.523,medium_long
ID_LEXPBW,And Clive Lloyd says the West Indies selectors should recall Viv Richards for the World Cup.,4.202,medium_short
ID_ERMZKA,"Pete Nimble reports that perhaps the most notable feature of today's session was a statement from Chairman Sir Fred Phillips, indicating that the Commission would not hesitate to subpoena individuals to appear before it and give evidence.",11.798,long
ID_QXAZPW,The words of Marcus Garvey still causing controversy fifty-one years after his death.,4.862,medium_short
ID_JSMCWC,"The vote is a victory for the mainly church community, which last month started a lobby against the growing calls for casino gambling.",7.743,long
ID_FYETRV,Andy Rosland is the chief coordinator of information and communication in the cabinet of the president.,5.424,medium_long
ID_GMCVGL,These are just some of the issues that will come under the spotlight during the four-day conference.,4.163,medium_short
ID_VLUZGT,"From London, BBC Caribbean Report.",3.137,short
ID_GWITYH,"Mr. Augustus says the single market and economy must be central in the attempts to consolidate the regional integration movement, but he told Caribbean Report that the labor sector wants certain considerations taken into account.",12.706,long
ID_EOXWNX,We are expecting that the electorate of Barbados will give us a clear majority to get on with the job of getting Barbados back on track.,8.567,long
ID_SWNQJK,Authorities here are hoping for the best while expecting the worst.,3.162,short
ID_GSQRGR,"Well, I suppose that the Prime Minister will attempt to pass the Budget as presented.",7.985,long
ID_ODGFQX,"From London, BBC Caribbean Report.",3.223,short
ID_ELEVUX,A spokesman for the refugee warns the government's making a grave mistake.,4.124,medium_short
ID_DYVWCZ,Canada slams the diplomatic door shut in Cuba over the island's human rights record.,4.943,medium_short
ID_ODRQKM,And we're ending the second of February here.,2.581,short
ID_CMMDPE,And he was probably disingenuous in nineteen seventy when he essentially asked the crowd,4.621,medium_short
ID_XCEEWE,But can he guarantee elections by next February?,4.045,medium_short
ID_BQXAHB,Three people are killed in two hijacking incidents in Cuba.,3.181,short
ID_YPJMOY,The Dominica Labour Party has twenty-one candidates.,2.021,short
ID_UJXEBE,president said in Georgetown this afternoon that the PNC had virtually accepted a PPP win.,5.121,medium_short
ID_HCOXDK,A similar climate of insecurity preceded the aborted nineteen eighty seven elections.,4.764,medium_short
ID_OLGYEV,"In the neighboring Dominican Republic, at least two hundred and four people lost their lives and two hundred thousand are homeless.",6.833,medium_long
ID_FWLBYN,The investigating officer was told that the fresh scratches on his right cheek and on the back of his neck came from a basketball game.,7.526,medium_long
ID_VUUQQC,I'm Ken Richards and this is BBC Caribbean Report.,3.763,medium_short
ID_EUDJKA,And former friends Canada and Cuba step up their war of words.,3.982,medium_short
ID_TJSNHG,The leader of the audit team that reviewed Guyana's elections issues a correction to part of the report.,6.021,medium_long
ID_SJQYTD,"James White Jr., who is closely monitoring the election, now joins us live from Montserrat.",4.985,medium_short
ID_NMXNFU,"From London, BBC Caribbean Report.",3.024,short
ID_PQQMKT,And they are protesting the government's intention to offer them a visa package,4.064,medium_short
ID_SIHIUQ,"The Americans met for eight hours with the Cuban president, Fidel Castro.",3.441,short
ID_ITCTBW,and therefore a licensing system such as we have in the UK should come to an end.,4.646,medium_short
ID_ECCGNR,Travel agents from thirteen Caribbean countries decided in part of Spain on the weekend that they would run the giant American airline out of the Caribbean because of a thirty-three percent cut in their commission.,10.967,long
ID_CMMVNE,"Well, what's happening now is the OECD is forcing the U.S.",3.04,short
ID_VHQWNP,I would have thought that he would have also dispensed with the services of the junior minister of information and broadcasting.,7.276,medium_long
ID_FBUABT,What it has done is that it shows that it can be done.,3.421,short
ID_VPKTXP,"Sharif, after problems at a number of polling stations, we understand that tensions have risen quite considerably this evening.",6.144,medium_long
ID_KCMKYA,Jamaica's Prime Minister Michael Manley meets foreign news journalists in New York.,4.383,medium_short
ID_CHVFRA,"From London, BBC Caribbean Report.",3.202,short
ID_BLKXMW,"Residents in the island's capital, the valley, were without electricity from as early as seven o'clock Wednesday night.",5.343,medium_long
ID_IYRETZ,Campaigning resumes in earnest in Dominican Republic in key local elections.,4.921,medium_short
ID_TBWYND,You're calling on the Commonwealth to support a global movement,3.561,medium_short
ID_QAXYPV,The Wynwood Islands on a fundraising drive to buy off guests' banana division.,4.483,medium_short
ID_NMMSMI,"From London, this is BBC Caribbean Report.",3.083,short
ID_KPMOHX,Journalists who were on the scene confirmed there was a shooting incident when two prisoners thought to be escaping were shot in the leg by the police.,7.186,medium_long
ID_TDTWTV,"Well, I do think that agenda has just yet come up for discussion, even consideration.",5.303,medium_long
ID_TCICMI,British nuclear interests defend their record on the controversial shipment of nuclear waste.,4.824,medium_short
ID_AGBVQR,"Today, Foreign Secretary Robin Cook told them he understood their resentment of that act.",4.681,medium_short
ID_VJVEIV,Two Caribbean countries topped the list of the latest U.S.,3.063,short
ID_KQRAKS,"If you raise wages to an extent where people feel comfortable in the public sector, you may be left with a top-heavy public sector.",6.382,medium_long
ID_AQJSWF,Since we now have to divert some of those resources to doing a policing job that benefits essentially the United States.,8.343,long
ID_DFYANF,One man seriously injured in the detonation of an explosive device in Guyana.,4.361,medium_short
ID_SYFMWG,I'm Carol Orr and this is BBC Caribbean Report.,3.003,short
ID_VPMZWY,"In Guyana, the People's Progressive Party government of President Barad Jagdeo is expressing annoyance as being referred to as a de facto administration by the main opposition People's National Congress.",11.444,long
