ID,Transcription
ID_XCEEWE,But can he guarantee elections by next February?
ID_BQXAHB,Three people are killed in two hijacking incidents in Cuba.
ID_YPJMOY,The Dominica Labour Party has twenty-one candidates.
ID_UJXEBE,president said in Georgetown this afternoon that the PNC had virtually accepted a PPP win.
ID_HCOXDK,A similar climate of insecurity preceded the aborted nineteen eighty seven elections.
ID_OLGYEV,"In the neighboring Dominican Republic, at least two hundred and four people lost their lives and two hundred thousand are homeless."
ID_FWLBYN,The investigating officer was told that the fresh scratches on his right cheek and on the back of his neck came from a basketball game.
ID_VUUQQC,I'm Ken Richards and this is BBC Caribbean Report.
ID_EUDJKA,And former friends Canada and Cuba step up their war of words.
ID_TJSNHG,The leader of the audit team that reviewed Guyana's elections issues a correction to part of the report.
ID_SJQYTD,"James White Jr., who is closely monitoring the election, now joins us live from Montserrat."
ID_NMXNFU,"From London, BBC Caribbean Report."
ID_PQQMKT,And they are protesting the government's intention to offer them a visa package
ID_SIHIUQ,"The Americans met for eight hours with the Cuban president, Fidel Castro."
ID_ITCTBW,and therefore a licensing system such as we have in the UK should come to an end.
ID_ECCGNR,Travel agents from thirteen Caribbean countries decided in part of Spain on the weekend that they would run the giant American airline out of the Caribbean because of a thirty-three percent cut in their commission.
ID_CMMVNE,"Well, what's happening now is the OECD is forcing the U.S."
ID_VHQWNP,I would have thought that he would have also dispensed with the services of the junior minister of information and broadcasting.
ID_FBUABT,What it has done is that it shows that it can be done.
ID_VPKTXP,"Sharif, after problems at a number of polling stations, we understand that tensions have risen quite considerably this evening."
ID_KCMKYA,Jamaica's Prime Minister Michael Manley meets foreign news journalists in New York.
ID_CHVFRA,"From London, BBC Caribbean Report."
ID_BLKXMW,"Residents in the island's capital, the valley, were without electricity from as early as seven o'clock Wednesday night."
ID_IYRETZ,Campaigning resumes in earnest in Dominican Republic in key local elections.
ID_TBWYND,You're calling on the Commonwealth to support a global movement
ID_QAXYPV,The Wynwood Islands on a fundraising drive to buy off guests' banana division.
ID_NMMSMI,"From London, this is BBC Caribbean Report."
ID_KPMOHX,Journalists who were on the scene confirmed there was a shooting incident when two prisoners thought to be escaping were shot in the leg by the police.
ID_TDTWTV,"Well, I do think that agenda has just yet come up for discussion, even consideration."
ID_TCICMI,British nuclear interests defend their record on the controversial shipment of nuclear waste.
ID_AGBVQR,"Today, Foreign Secretary Robin Cook told them he understood their resentment of that act."
ID_VJVEIV,Two Caribbean countries topped the list of the latest U.S.
ID_KQRAKS,"If you raise wages to an extent where people feel comfortable in the public sector, you may be left with a top-heavy public sector."
ID_AQJSWF,Since we now have to divert some of those resources to doing a policing job that benefits essentially the United States.
ID_DFYANF,One man seriously injured in the detonation of an explosive device in Guyana.
ID_SYFMWG,I'm Carol Orr and this is BBC Caribbean Report.
ID_VPMZWY,"In Guyana, the People's Progressive Party government of President Barad Jagdeo is expressing annoyance as being referred to as a de facto administration by the main opposition People's National Congress."
ID_YFVQLZ,Trinidad and Tobago's Prime Minister socks another minister.
ID_IREORV,"Some organization or an organized group made one set of the devices, Roberts told reporters, adding that somebody has some motive behind this state of bombing."
ID_JGIPOY,"Up to late Tuesday, dozens of houses, both wooden and concrete, the Port Authority warehouse, the locally owned petrol station, and the prison were destroyed."
ID_ALMGUY,territory have received automatic permanent residency.
ID_CUJDSH,"Yes, I want to congratulate them very much indeed for their work."
ID_SJLMEA,I'm Mike Jarvis and this is BBC Caribbean Report.
ID_YGNYBU,A noted Caribbean economist shares a different view on the proposed Caribbean Court of Justice.
ID_NTAIKQ,that the regional security system is doing jointly for our security.
ID_VBHBET,"From London, BBC Caribbean Report."
ID_HBDSMA,Stranded passengers want Biwi to get its act together as a government minister speaks of privatisation gone wrong.
ID_NRKIRE,People in Antigua seem to be taking this storm very seriously.
ID_CFIXRL,"By noon today, sources from the governing Antigua Labour Party and the opposition United Progressive Party were confirming that most of the candidates had been nominated."
ID_VFPSEI,The boat was spotted by a Defense Force patrol craft in rough seas.
ID_OLONQM,I think it is decidedly adjusting to the new realities.
ID_YOOWNM,"Ketishon leader addresses question of accepting Cuban political prisoners and Bill Clinton in Africa, foreign affairs or domestic agenda."
ID_JWXDGT,I'm Mike Jarvis and this is BBC Caribbean Report.
ID_HYFGLO,"Commonwealth countries on the list failed to get the OECD to back down on their threats when they held a series of meetings, the most recent of which was in London last week."
ID_MABAJA,"The accusation against the big multinational plantations in Latin America in particular is that they're able to sell at a competitive price, partly by keeping labor standards appallingly low."
ID_HGDZZK,The Privy Council's latest death penalty ruling evokes a yet more spirited Caribbean reaction.
ID_UWGTYF,And four hundred thousand Cubans take part in a US immigration lottery.
ID_RLIOQD,"move on an electoral commission, to move on establishing elections at the local level, establishing a civil administration, things of that kind."
ID_YKUPXW,"But the deluge brought on by Hurricane Jose is leaving a bill which overall could be in the region of some ten million dollars, according to initial conservative estimates."
ID_ESEWBG,"The strength of the Dominica Labour Party leader, Mr. Rosie Douglas..."
ID_NGMBZS,The signing of the convention on schedule provided a fitting climax to Dr. Carrington's distinguished career with the ACP Secretariat.
ID_GXHKFE,"At stake in these midterm elections are thirty seats in the Senate, a hundred and fifty in the Chamber of Deputies, and seats on all local councils."
ID_VOHPPY,You went across to Baghdad to do the interview.
ID_MMFYKS,Such a plan seemed possible when the heads of government met in Trinidad in February.
ID_TBPOJZ,"Well, if you go back a little bit, Hugh, Ralph Maraj has been claiming for the last two or three months that the Prime Minister's handling of his own affairs, that is, Ralph Maraj's affairs, have been high-handed and dictatorial."
ID_LAGQWA,"is in draft form and it has not yet been passed into legislation, which means there is a possibility of influencing the time period."
ID_RPYNJZ,Greenpeace researcher Sean Burney told me the group hopes the Caribbean will protest over the shipment.
ID_EANSVI,"I'm Leslie Goff, and this is BBC Caribbean Report."
ID_CVIGLA,"The poll comes at the end of a vigorous campaign between the two major parties, the ruling People's United Party led by Prime Minister George Price and Manuel Esquivel's opposition United Democratic Party."
ID_ZNRGDC,And I believe that this would help in the implementation of decisions.
ID_GSKUWI,"In Dominica this morning, not much was being made of Hurricane Louise, but by afternoon, residents of that island were scrambling to get to a state of preparedness."
ID_BFTMWG,The effects of the recent large and sudden increases in the price of fuel have therefore been wide and intense.
ID_WPRDMM,"This is in sharp contrast to the last elections, three years ago, that saw an unprecedented voters turnout of some ninety-two percent."
ID_DMMDQI,"In Bermuda today, people appear to have taken in their stride the sudden removal of Jennifer Smith as Premier."
ID_ETUBFC,And he demonstrated an intimacy of the arrangements that they had and the complaints that they were making.
ID_MYTUEK,They're going to take some time before they come to fruition.
ID_FCGYNW,"In another story developing in the aftermath of Hurricane Louis, Haitian officials in Port-au-Prince are protesting against plans by the authorities in St."
ID_HTOHOT,"I'm Hugh Crosskill, and this is BBC Caribbean Report."
ID_JKKDSZ,"Well, I must say, I have to agree with Mr. Stewart totally."
ID_WCNMRN,"There's a warning of further unrest if Haiti's president continues to ignore local anger at internationally prescribed policies and the Caribbean comes closer to facing a choice in diplomatic relations, China or Taiwan."
